   6.8000000e-01   1.2270000e+01   1.0480000e+02             NaN
   3.8000000e-01   1.0070000e+01   6.6880000e+01             NaN
   5.4000000e-01   1.1310000e+01   9.2390000e+01             NaN
   7.0000000e-01   3.4500000e+00   1.9650000e+01             NaN
   5.0000000e-01   7.7550000e+00   3.8170000e+01             NaN
   2.7200000e+00   6.9000000e+01             NaN   9.5000000e+01
   7.8700000e+00   2.0000000e+02             NaN   2.5000000e+02
